Area,Build_date,Room,Parking,Warehouse,Elevator,Price,Address
55,1385,1,1,1,0,4290000000,نارمک
70,1384,2,0,1,0,4790000000,نارمک
67,1396,2,0,1,1,4000000000,"استاد معین"
58,1394,1,0,1,1,3500000000,جیحون
125,1400,3,1,1,1,17500000000,امیرآباد
223,1400,3,1,1,1,55750000000,نیاوران
76,1389,2,1,1,1,3040000000,"خلیج فارسکوچه شیرودی (بلوار خلیج فارس)"
70,1370,2,0,1,0,2650000000,"سبلانکوچه بی غم (خ. سبلان شمالی)"
130,1391,3,1,1,1,14370000000,ارم
86,1388,2,0,1,1,9300000000,پاسداران
100,1394,2,1,1,1,11000000000,"کوی فردوس"
65,1383,1,0,1,0,4300000000,پونک
36,1377,1,0,1,0,2650000000,"سلسبیلکوچه رودکی شمالی"
49,1390,1,0,1,0,2250000000,مخصوص
50,1387,1,1,1,0,4400000000,"نارمک جنوبی"
80,1382,2,1,1,0,7000000000,"هفت حوض"
70,1392,2,0,1,1,4700000000,آذربایجان
116,1393,2,1,1,1,10950000000,"شهر زیبا"
85,1402,2,1,1,1,10700000000,"جنت‌آباد جنوبی"
64,1384,1,0,1,1,5200000000,"تهرانپارس غربی"
250,1375,4,1,1,0,65000000000,سعادت‌آباد
1310,1401,3,1,0,1,190000000000,"صادقیهبلوار آیت الله کاشانی"
45,1381,1,0,1,0,2700000000,"سلسبیلکوچه رودکی شمالی (کوچه رودکی شمالی)"
63,1385,1,1,1,1,6500000000,پونک
48,1380,1,0,0,0,3150000000,آذربایجان
106,1396,2,1,1,1,12800000000,مرزداران
183,1402,3,1,1,1,38400000000,مرزداران
650,1396,5,1,1,1,160000000000,اقدسیه
64,1386,1,0,1,1,5850000000,"جنت‌آباد جنوبی"
90,1398,2,1,1,1,8690000000,اکباتان
86,1384,2,1,1,0,9500000000,پونک
54,1393,1,0,1,0,3090000000,"بریانکخیابان نیکفر (خ. بریانک)"
139,1401,3,1,1,1,16500000000,"شهران شمالی"
186,1401,3,1,1,1,22400000000,هروی
55,1383,1,1,1,0,4300000000,"جنت‌آباد شمالی"
50,1393,1,1,1,1,3920000000,"تهرانپارس شرقی"
109,1401,2,1,1,1,9800000000,"نیرو هوایی"
64,1390,1,1,1,1,6950000000,"کوی فردوسکوچه ابراهیمی جنوبی (بلوار فردوس)"
105,1396,2,1,1,1,9970000000,سهروردی
110,1401,0,1,1,1,13200000000,هروی
108,1389,2,1,1,0,6000000000,"بریانکخیابان محبوب مجاز (خ. خوش جنوبی)"
95,1401,2,1,1,1,11900000000,پونک
129,1401,2,1,1,1,12950000000,"کوی فردوس"
123,1386,2,1,1,1,11800000000,"کوی فردوسبلوار فردوس (ب. ستاری)"
67,1381,2,1,1,0,6700000000,"کوی فردوس"
87,1387,2,1,1,1,9250000000,"سازمان برنامه"
170,1388,3,1,1,1,26000000000,آجودانیه
140,1401,3,1,1,1,3920000000,"دریاچه شهدای خلیج فارس"
95,1393,2,1,1,1,10756000000,"جنت‌آباد مرکزی"
76,1396,2,1,1,1,3200000000,"شادآبادخیابان الزهرا"
125,1401,2,1,1,1,15634000000,"دریاچه شهدای خلیج فارس"
195,1401,3,1,1,1,23400000000,پاسداران
143,1400,2,1,1,1,33000000000,دروس
112,1387,2,1,1,1,14500000000,پاسداران
72,1396,1,1,1,1,11500000000,پاسداران
275,1392,4,1,1,1,38500000000,دروس
335,1401,3,1,1,1,134000000000,دروس
171,1385,3,1,1,1,22500000000,یوسف‌آباد
93,1401,2,1,1,1,10400000000,صادقیه
153,1401,3,1,1,1,20500000000,چیذر
45,1382,1,0,1,0,3400000000,پیروزی
50,1382,2,1,1,0,4600000000,"جنت‌آباد شمالیبلوار جنت آباد شمالی (بزرگراه آبشناسان)"
123,1397,3,1,1,1,15042000000,"شهران جنوبیخیابان طوقانی"
90,1387,2,1,1,0,8200000000,"جنت‌آباد جنوبی"
62,1373,1,1,1,0,3500000000,سلسبیل
94,1392,2,1,1,1,115000000009,فرمانیه
77,1393,2,1,1,1,8330000000,"سازمان برنامهخیابان اینانلو (بلوار شقایق مرکزی)"
169,1397,3,1,1,1,28730000000,یوسف‌آباد
61,1383,1,1,1,1,6200000000,"جنت‌آباد جنوبیمیدان چهار باغ (بلوار جنت آباد جنوبی)"
99,1386,2,1,1,0,7290000000,صادقیه
135,1401,2,1,1,1,20250000000,ظفر
80,1402,2,1,1,1,6400000000,"آذربایجانکوچه دامپزشکی (خ. آذربایجان)"
210,1396,3,1,1,1,48000000000,آجودانیه
257,1382,4,1,1,1,36500000000,پاسداران
151,1380,4,1,1,0,12200000000,"تهرانپارس شرقیبلوار ناهیدی (جشنواره) (جاده دماوند)"
42,1395,1,0,1,1,3250000000,آذربایجان
85,1398,2,1,1,1,9000000000,"جنت‌آباد مرکزی"
133,1394,3,1,1,1,12500000000,"جنت‌آباد جنوبی"
45,1384,1,1,1,0,3560000000,آذربایجان
65,1399,1,1,1,0,5500000000,"جنت‌آباد جنوبیبلوار کبیرزاده (لاله غربی) (بلوار جنت آباد جنوبی)"
60,1387,2,1,1,0,6080000000,"سازمان برنامه"
129,1384,3,1,1,1,19150000000,سعادت‌آباد
127,1372,2,1,1,0,10750000000,پونک
105,1390,2,1,1,1,11000000000,"جنت‌آباد جنوبی"
50,1381,1,0,0,0,3000000000,جیحون
61,1390,1,1,1,1,6800000000,"کوی فردوس"
110,1388,2,1,1,1,9400000000,"کوی فردوس"
75,1401,2,1,0,1,5350000000,سلسبیل
55,1400,1,1,1,1,6500000000,"باغ فیض"
97,1394,2,1,1,1,10600000000,"جنت‌آباد جنوبی"
195,1395,3,1,1,1,43000000000,"سعادت‌آبادخیابان محمدعلی کشاورز (خیابان اوین)"
119,1402,2,1,1,1,14280000000,پاسداران
140,1391,3,1,1,1,15500000000,سوهانک
68,1386,2,1,1,1,6300000000,سعادت‌آباد
102,1400,2,1,1,1,6000000000,"جیخیابان بختیاری (سی متری جی) (بزرگراه آیت الله سعیدی)"
110,1401,2,1,1,1,16500000000,دروس
81,1380,2,0,1,0,4950000000,سلسبیل
42,1389,1,1,1,0,2400000000,بریانک
138,1401,3,1,1,1,33117000000,دروس
165,1401,3,1,1,1,36800000000,پاسداران
170,1395,3,1,1,1,28000000000,پاسداران
170,1393,3,1,1,1,26560000000,پاسداران
285,1398,3,1,1,1,52300000000,پاسداران
260,1397,3,1,1,1,38250000000,پاسداران
210,1401,3,1,1,1,39950000000,دروس
70,1397,2,0,1,1,3850000000,جیحون
70,1388,1,0,1,0,2850000000,"تهرانپارس شرقیمیدان گرمابدری (بلوار گرمابدری)"
20,1370,0,0,0,0,7500000000,بلورسازی
176,1390,3,1,1,1,34000000000,"زعفرانیهمیدان اعجازی (خیابان اعجازی)"
39,1383,1,1,0,1,2900000000,سلسبیل
142,1401,3,1,1,1,13206000000,"شهرک راه‌آهن"
190,1400,3,1,1,1,22300000000,سهروردی
210,1402,3,1,1,1,32800000000,هروی
265,1384,4,1,1,1,40000000000,زعفرانیه
58,1387,1,1,1,1,5965000000,"ارمخیابان ورودی شرقی پارک ارم"
98,1396,2,1,1,1,8200000000,چیتگر
86,1400,2,1,1,1,9000000000,"جنت‌آباد شمالی"
115,1401,2,1,1,1,13850000000,"سازمان آب"
97,1396,2,1,1,1,8900000000,"شهر زیبا"
106,1397,2,1,1,1,10800000000,"جنت‌آباد مرکزی"
115,1400,2,1,1,1,13800000000,"جنت‌آباد شمالی"
86,1402,2,1,1,1,6800000000,"تهرانپارس شرقی"
114,1391,2,1,1,1,11350000000,شمس‌آباد
117,1401,3,1,1,1,8200000000,"استاد معین"
87,1393,2,1,1,1,9350000000,شادمهر
109,1399,2,1,0,1,8600000000,"چهارصد دستگاهکنارگذر پیروزی (کنارگذر پیروزی)"
153,1400,3,1,1,1,18000000000,پونک
275,1392,3,1,1,1,41000000000,فرمانیه
180,1400,3,1,1,1,40000000000,نیاوران
80,1376,2,0,1,0,3400000000,امیریه
91,1393,2,1,1,1,8650000000,"جنت‌آباد جنوبی"
48,1383,1,0,1,0,3149000000,جیحون
72,1401,1,1,1,1,11390000000,جردن
81,1395,2,1,1,1,4690000000,سلیمانی
75,1387,2,0,1,1,5500000000,"آبشار تهران"
99,1395,2,1,1,1,11200000000,"باغ فیض"
94,1392,2,1,1,1,10500000000,"جنت‌آباد جنوبی"
98,1397,2,1,1,1,10000000000,پونک
140,1401,1,1,1,1,25500000000,"شهرک غرببلوار دریا (بلوار پاکنژاد)"
135,1401,3,1,1,1,27000000000,محمودیه
95,1402,2,1,1,1,7950000000,ستارخان
165,1402,3,1,1,1,24750000000,"سازمان برنامهخیابان سازمان برنامه شمالی (ب. علامه جعفری)"
96,1399,3,1,1,1,7200000000,زنجان
48,1380,1,0,1,0,2400000000,سلسبیل
125,1390,3,1,1,1,13200000000,پونک
103,1402,2,1,1,1,13390000000,پاسداران
112,1394,2,1,1,1,6550000000,"دریاچه شهدای خلیج فارس"
117,1385,3,1,1,0,10900000000,"جنت‌آباد شمالی"
131,1392,3,1,1,1,15000000000,"جنت‌آباد شمالی"
132,1384,3,1,1,0,12350000000,"جنت‌آباد شمالی"
150,1401,3,1,1,1,13850000000,"دریاچه شهدای خلیج فارس"
155,1384,3,1,1,1,23000000000,نیاوران
122,1401,2,1,1,1,14000000000,"تهرانپارس غربی"
117,1396,2,1,1,1,9950000000,"جنت‌آباد مرکزی"
107,1390,2,1,1,1,9680000000,"جنت‌آباد مرکزی"
120,1401,2,1,1,1,16800000000,هروی
183,1401,3,1,1,1,20000000000,پاسداران
80,1399,2,1,1,1,10000000000,سهروردی
100,1401,2,1,1,1,2400000000,"دریاچه شهدای خلیج فارس"
143,1401,3,1,1,1,20100000000,پونک
90,1382,2,1,1,0,13000000000,فرمانیه
50,1389,1,1,1,1,5000000000,"کوی فردوسخیابان سازمان برنامه مرکزی (ب. علامه جعفری)"
100,1401,2,1,1,1,1100000000,چیتگر
250,1400,3,1,1,1,50000000000,دروس
74,1397,2,1,1,1,8760000000,"شهرک نفت (منطقه ۵)"
65,1399,1,0,1,1,0,"مبارک‌آباد بهشتی"
60,1385,1,1,1,0,5200000000,"کوی فردوس"
102,1402,2,1,1,1,5100000000,"شهر زیبا"
140,1401,3,1,1,1,23000000000,"اقدسیهخیابان گلزار"
168,1402,3,1,1,1,27000000000,"شهرک راه‌آهن"
90,1400,2,1,1,1,2340000000,"مبارک‌آباد بهشتی"
106,1402,2,1,1,1,14000000000,"سازمان برنامه"
144,1398,3,1,1,1,18300000000,"پونکبلوار فلاح زاده (همیلا) (بلوار میرزابابایی)"
50,1401,1,0,1,1,1450000000,"مبارک‌آباد بهشتی"
100,1395,2,1,1,1,7700000000,"دریاچه شهدای خلیج فارس"
152,1401,3,1,1,1,35500000000,پاسداران
53,1383,1,0,1,0,2650000000,سلیمانی
111,1402,2,1,1,1,20250000000,مرزداران
100,1391,2,1,1,1,14500000000,مرزداران
300,1390,4,1,1,1,110000000000,الهیه
110,1393,2,1,1,1,16000000000,مرزداران
219,1401,4,1,1,1,35000000000,مرزداران
245,1400,4,1,1,1,34000000000,مرزداران
131,1396,3,1,1,1,20150000000,مرزداران
209,1399,3,1,1,1,33000000000,مرزداران
165,1396,3,1,1,1,27500000000,مرزداران
63,1387,2,1,1,0,8300000000,پونک
141,1402,3,1,1,1,19500000000,"کوی فردوس"
64,1380,2,1,1,0,2980000000,سلیمانی
96,1402,2,1,1,1,3500000000,"شهر زیبا"
130,1385,2,1,1,1,19200000000,سعادت‌آباد
118,1400,3,1,1,1,12600000000,"جنت‌آباد جنوبیمیدان چهار باغ (بلوار جنت آباد جنوبی)"
50,1395,1,1,1,1,3500000000,"امامزاده حسن(ع)"
200,1401,3,1,1,1,41800000000,فرمانیه
175,1401,3,1,1,1,33000000000,سعادت‌آباد
118,1401,2,1,1,1,12980000000,"دریاچه شهدای خلیج فارس"
280,1390,4,1,1,1,46000000000,دروس
38,1384,1,0,1,0,1896000000,بریانک
155,1388,3,1,1,1,22950000000,"دروسمیدان هدایت (خیابان هدایت)"
83,1401,2,0,1,1,6000000000,سلسبیل
90,1398,2,1,0,1,5000000000,جی
35,1380,1,0,1,0,2370000000,جیحون
35,1377,1,0,1,0,2350000000,سلسبیل
43,1374,1,0,1,0,2550000000,سلسبیل
107,1401,2,1,1,1,1850000000,"شهرک راه‌آهن"
60,1402,1,1,1,1,12000000000,میرداماد
115,1401,2,1,1,1,8500000000,آذربایجان
98,1397,2,1,1,1,7100000000,"استاد معین"
42,1396,1,1,1,1,3700000000,طوس
92,1401,2,1,1,1,5200000000,جی
74,1386,2,0,0,0,3900000000,"خانی‌آباد نو"
207,1382,3,1,1,1,21500000000,"دروسخیابان آقامیری (خ. شهید کلاهدوز)"
112,1393,2,0,0,1,8700000000,"پونکبلوار عدل شمالی (بزرگراه آبشناسان)"
164,1402,3,1,1,1,23000000000,یوسف‌آباد
140,1402,3,1,1,1,23000000000,اراج
175,1401,3,1,1,1,21000000000,فرمانیه
193,1402,3,1,1,1,25090000000,"تهرانپارس غربی"
66,1393,2,0,1,1,7500000000,"گیشا (کوی نصر)"
81,1397,2,1,1,1,15500000000,"امانیهبلوار نلسون ماندلا"
60,1395,1,1,1,1,6250000000,"جنت‌آباد شمالی"
73,1397,2,1,0,1,3970000000,فلاح
187,1392,3,1,1,1,31000000000,زعفرانیه
156,1384,3,1,1,1,12900000000,الهیه
152,1396,3,1,1,1,20000000000,"هزارسنگخیابان ولنجک"
114,1398,2,1,1,1,11200000000,"شهر زیبا"
68,1388,2,1,0,1,6900000000,"جنت‌آباد جنوبی"
112,1392,2,1,1,1,15500000000,امیرآباد
53,1382,1,0,1,0,4600000000,شاهین
130,1398,3,1,1,1,16100000000,پاسداران
90,1373,2,0,0,0,5450000000,"جیحونخیابان جیحون (خیابان هاشمی)"
95,1385,2,1,1,0,8000000000,درکه
121,1395,3,1,1,1,14000000000,"جنت‌آباد مرکزی"
120,1401,3,1,1,1,8000000000,سلامت
111,1393,2,0,0,1,8600000000,پونک
110,1387,3,1,1,1,15300000000,"سعادت‌آبادخیابان آسمان (بلوار سرو غربی)"
55,1396,1,1,1,1,4250000000,کاشانک
100,1401,2,1,1,1,800000000,چیتگر
86,1375,2,0,1,0,5985000000,"ستارخانخیابان بهبودی (خیابان آزادی)"
72,1388,2,1,1,1,9700000000,سعادت‌آباد
70,1385,2,1,0,1,4260000000,تهران‌سر
66,1393,2,1,1,1,7150000000,ستارخان
79,1396,2,1,1,1,4950000000,"استاد معین"
101,1392,2,1,1,1,15000000000,اباذر
585,1385,5,1,1,1,147000000000,زعفرانیه
120,1401,3,1,1,1,1800000000,"دریاچه شهدای خلیج فارس"
126,1390,2,1,1,1,18000000000,زعفرانیه
169,1401,3,1,1,1,50700000000,زعفرانیه
364,1401,4,1,1,1,129000000000,"سعادت‌آبادخیابان مروارید (بلوار سرو غربی)"
130,1401,3,1,1,1,21600000000,"سهروردیکوچه ایازی (خ. صابونچی)"
181,1401,3,1,1,1,22263000000,هروی
76,1380,1,0,1,0,3350000000,هاشمی
165,1387,3,1,1,1,15500000000,"شهران شمالی"
147,1400,3,1,1,1,17640000000,نارمک
103,1401,2,1,1,1,12950000000,هروی
93,1395,2,1,1,1,6600000000,آذربایجان
70,1401,2,1,1,1,5800000000,"زنجانخیابان دامپزشکی (ب. آیت الله سعیدی)"
90,1385,2,1,1,1,9300000000,پونک
118,1401,2,1,1,1,12900000000,"سعادت‌آبادبلوار سعادت آباد (بزرگراه یادگار امام)"
50,1397,1,0,1,1,3000000000,عارف
72,1382,2,1,1,0,6950000000,"شهران شمالی"
183,1401,3,1,1,1,32900000000,"گیشا (کوی نصر)"
112,1401,2,1,1,1,1650000000,"شهرک راه‌آهن"
184,1401,3,1,1,1,32000000000,"گیشا (کوی نصر)"
62,1400,1,1,1,1,11800000000,"گیشا (کوی نصر)"
94,1396,2,1,1,1,14100000000,"گیشا (کوی نصر)"
150,1395,3,1,1,1,20000000000,ظفر
120,1401,2,1,1,1,21000000000,سعادت‌آباد
64,1386,2,0,1,0,1950000000,کاروان
60,1382,1,1,1,0,2220000000,کاروان
45,1382,1,1,0,0,1550000000,کاروان
40,1382,1,0,1,1,1620000000,کاروان
162,1390,3,1,1,1,24300000000,"گیشا (کوی نصر)"
80,1382,2,1,1,0,3200000000,مولوی
74,1382,2,1,1,0,4600000000,آذربایجان
63,1401,2,1,1,1,4000000000,"جابریخیابان درودیان (خ. شکوفه)"
118,1375,2,1,1,0,9000000000,توحید
102,1401,2,1,1,1,14280000000,پاسداران
55,1396,1,1,1,1,1650000000,"اندیشه (شهر زیبا)"
119,1398,2,1,1,1,9500000000,چیتگر
390,1396,5,1,1,1,33000000000,"چیتگرخیابان علیمرادی (کوهک) (بزرگراه شهید فهمیده)"
117,1396,3,1,1,1,14700000000,اباذر
62,1394,1,0,0,1,2890000000,"شهرک کیانشهر"
116,1401,2,1,1,1,15000000000,زرگنده
54,1381,2,1,1,0,5300000000,پونک
90,1381,2,1,1,1,7350000000,اباذر
47,1380,1,1,1,0,3500000000,گرگان
64,1380,2,0,0,0,3100000000,آبشار
65,1399,1,1,1,1,4100000000,جیحون
95,1393,2,1,1,1,13500000000,سعادت‌آباد
100,1370,2,0,1,0,6000000000,سلسبیل
63,1384,1,1,0,1,6000000000,"شهران شمالی"
195,1375,3,1,1,0,24000000000,"شهرک غرب"
55,1395,1,1,1,1,2300000000,"اندیشه (شهر زیبا)"
116,1401,2,1,1,1,14000000000,یوسف‌آباد
100,1401,2,1,1,1,12500000000,ظفر
115,1402,2,1,1,1,13800000000,"جنت‌آباد مرکزی"
65,1385,2,1,1,0,4300000000,جیحون
89,1388,2,1,1,1,8455000000,مرزداران
50,1383,1,1,1,1,1800000000,"ظهیرآبادخطی میدان سپاه سه راه معلم"
131,1397,3,1,1,1,13200000000,"سازمان برنامهکوچه سازمان برنامه جنوبی (بلوار ناصر حجازی)"
145,1391,3,1,1,1,13000000000,"کوی فردوسبلوار فردوس (ب. ستاری)"
110,1397,2,1,1,1,15900000000,مرزداران
85,1395,2,1,1,1,10500000000,دارآباد
100,1401,2,1,1,1,4000000000,چیتگر
150,1384,3,1,1,0,16000000000,چیتگر
81,1392,2,1,1,1,8500000000,پونک
41,1381,1,1,0,1,3000000000,سلسبیل
106,1387,2,1,1,0,10200000000,"ازگلمیدان گلچین (خیابان عیوض خانی)"
280,1396,4,1,1,1,47000000000,دروس
198,1401,3,1,1,1,51400000000,دروس
75,1394,2,1,1,1,8400000000,"سازمان برنامه"
119,1380,2,1,1,0,13900000000,"شهرک غرب"
68,1401,2,1,1,1,1734000000,"شهرک صدرا"
68,1391,1,1,1,1,7550000000,"جنت‌آباد جنوبی"
180,1401,3,1,1,1,47000000000,زعفرانیه
106,1402,2,1,1,1,6100000000,"وردآوردخیابان گلزار"
69,1396,1,1,1,1,6090000000,"شهران شمالی"
51,1389,2,1,1,0,3500000000,جیحون
330,1386,4,1,1,1,70000000000,الهیه
65,1385,2,1,1,0,4150000000,جیحون
75,1398,2,1,1,1,2175000000,دیلمان
85,1401,2,1,1,1,2295000000,"مبارک‌آباد بهشتی"
80,1394,2,1,0,1,5200000000,"بریانکخیابان نیکفر (خ. بریانک)"
127,1381,2,0,1,0,8400000000,"تهرانپارس غربی"
230,1401,3,1,1,1,71000000000,زعفرانیه
75,1384,2,1,1,0,6420000000,پونک
115,1388,2,1,1,1,14000000000,میرداماد
76,1395,2,1,1,1,3230000000,"سیزده آبان"
77,1400,2,1,1,1,2310000000,"مبارک‌آباد بهشتی"
42,1390,1,0,1,0,2100000000,جیحون
255,1385,4,1,1,1,34000000000,"نیاورانمیدان خبیر (خیابان شفیعی)"
65,1396,1,0,1,1,6400000000,پونک
60,1388,1,1,1,1,5250000000,"باغ فیض"
92,1392,2,1,1,1,9580000000,شاهین
88,1395,2,1,1,1,9800000000,"جنت‌آباد مرکزی"
88,1393,2,1,1,1,10400000000,"جنت‌آباد مرکزی"
80,1385,2,1,1,0,8000000000,"شهرک پرواز"
91,1385,2,1,1,0,8100000000,"جنت‌آباد شمالی"
203,1402,3,1,1,1,47000000000,پاسداران
40,1383,1,0,1,0,3500000000,سلسبیل
96,1396,2,1,1,1,8900000000,"کوی فردوس"
68,1387,2,0,1,0,5137500000,"پیروزیخیابان نبرد (کنارگذر پیروزی)"
51,1395,1,1,1,0,2350000000,"فلاحخیابان احمدی (فریدون احمدی)"
325,1385,4,1,1,1,54000000000,دروس
226,1389,3,1,1,1,45000000000,الهیه
110,1402,3,1,1,1,8550000000,"شهر زیبا"
90,1392,2,1,1,1,7750000000,"سازمان آب"
80,1402,2,1,1,1,6200000000,جیحون
170,1398,3,1,1,1,25000000000,میرداماد
135,1390,3,1,1,1,14700000000,"کوی فردوسخیابان مالکی (بلوار فردوس)"
160,1371,3,1,1,1,16000000000,توانیر
150,1400,3,1,1,1,16550000000,"جنت‌آباد شمالی"
175,1388,3,1,1,1,30000000000,زعفرانیه
46,1392,1,0,1,1,1900000000,"یافت‌آبادکوچه خدابخشی (خ. حسن زندیه)"
75,1386,2,1,1,1,7900000000,اباذر
231,1399,3,1,1,1,54000000000,"زعفرانیهخیابان علی حسینی"
140,1389,2,1,1,1,22400000000,"زعفرانیهخیابان علی حسینی"
55,1393,1,0,1,1,3500000000,جیحون
140,1402,3,1,1,1,16100000000,پونک
74,1394,2,0,0,1,4200000000,افسریه
181,1387,4,1,1,1,15300000000,"شهران شمالی"
130,1391,3,1,1,1,14500000000,"کوی فردوسخیابان سلیمی جهرمی (بلوار فردوس)"
58,1382,1,0,1,1,3500000000,"تهرانپارس غربی"
185,1388,3,1,1,1,21275000000,"جنت‌آباد جنوبی"
90,1393,2,1,1,1,8000000000,"سازمان برنامه"
100,1401,2,1,1,1,12000000000,"شهران شمالی"
76,1385,2,1,1,1,7750000000,"سازمان برنامه"
